acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
21235,F,19,13,29,95,124,2,0,0,0,1,0,0,1,no
21236,M/NB,15,11,28,273,301,2,0,0,1,0,0,1,0,yes
21237,F,15,13,26,223,249,2,0,0,1,1,0,0,0,no
21238,F,33,1,88,222,310,8,2,0,2,0,3,1,0,no
21239,M/NB,1,1,15,222,237,1,0,0,0,0,0,1,0,no
21240,F,15,13,27,185,212,2,0,0,0,1,1,0,0,no
21241,M/NB,15,15,15,87,102,1,0,0,0,0,1,0,0,no
21242,M/NB,33,31,29,16,45,2,0,0,1,0,0,0,1,no
21243,F,41,27,65,67,132,6,4,1,1,0,0,0,0,no
21244,F,5,5,15,35,50,1,0,0,1,0,0,0,0,no
21245,F,25,7,91,319,410,8,1,3,1,0,1,0,2,no
21246,F,7,1,27,91,118,2,0,0,1,0,1,0,0,no
21247,F,53,11,86,245,331,8,1,1,4,1,0,1,0,no
21248,M/NB,13,9,27,138,165,2,0,0,1,0,1,0,0,no
21249,F,1,1,15,94,109,1,0,0,1,0,0,0,0,yes
21250,M/NB,9,9,15,72,87,1,0,0,0,0,0,1,0,no
21251,M/NB,9,9,15,107,122,1,0,0,0,0,0,1,0,no
21252,F,25,13,57,270,327,5,2,0,2,0,0,0,1,no
21253,F,13,13,15,52,67,1,1,0,0,0,0,0,0,no
21254,F,3,3,15,173,188,1,0,0,1,0,0,0,0,no
21255,F,11,3,44,273,317,4,1,2,0,0,1,0,0,no
21256,F,9,9,15,246,261,1,0,0,1,0,0,0,0,no
21257,F,33,17,37,219,256,3,0,0,2,0,1,0,0,no
21258,F,13,13,15,257,272,1,0,0,0,0,0,1,0,no
21259,F,31,5,124,229,353,11,1,3,2,1,2,0,2,no
21260,M/NB,13,9,25,75,100,2,1,0,1,0,0,0,0,no
21261,F,17,11,26,281,307,2,0,0,1,1,0,0,0,no
21262,F,7,5,25,144,169,2,0,0,2,0,0,0,0,no
21263,F,9,9,15,149,164,1,0,0,0,0,0,1,0,no
21264,M/NB,33,15,70,159,229,6,1,0,2,1,1,0,1,no
21265,F,5,5,15,78,93,1,1,0,0,0,0,0,0,no
21266,F,9,9,15,158,173,1,1,0,0,0,0,0,0,no
21267,F,21,13,25,47,72,2,1,0,1,0,0,0,0,no
21268,F,11,3,28,33,61,2,1,0,0,0,0,1,0,no
21269,F,29,1,52,266,318,5,4,0,0,0,0,1,0,no
21270,F,41,9,123,68,191,11,3,3,2,0,1,1,1,no
21271,F,61,27,91,280,371,8,2,0,2,2,1,0,1,no
21272,F,3,3,15,49,64,1,0,1,0,0,0,0,0,no
21273,M/NB,23,17,29,14,43,2,1,0,0,0,0,0,1,no
21274,F,13,13,15,6,21,1,0,0,1,0,0,0,0,no
21275,M/NB,13,13,15,117,132,1,0,0,0,0,0,0,1,no
21276,F,19,19,15,290,305,1,0,0,0,0,0,0,1,no
21277,F,31,31,15,61,76,1,0,1,0,0,0,0,0,no
21278,M/NB,11,11,15,27,42,1,0,0,0,0,1,0,0,yes
21279,F,15,15,15,160,175,1,0,0,1,0,0,0,0,no
21280,F,39,31,23,231,254,2,2,0,0,0,0,0,0,no
21281,F,53,9,86,131,217,8,2,0,3,1,2,0,0,no
21282,F,3,3,15,50,65,1,0,0,0,1,0,0,0,no
21283,M/NB,47,7,80,184,264,7,1,0,3,1,1,0,1,no
21284,F,27,13,71,144,215,6,2,1,0,0,1,1,1,no
21285,F,3,3,15,139,154,1,0,1,0,0,0,0,0,no
21286,F,3,1,27,75,102,2,0,0,1,0,1,0,0,no
21287,M/NB,17,9,27,173,200,2,0,1,0,0,1,0,0,no
21288,M/NB,55,3,140,87,227,12,4,1,2,3,0,0,2,no
21289,M/NB,21,5,58,102,160,5,0,0,3,1,1,0,0,no
21290,M/NB,15,13,23,177,200,2,2,0,0,0,0,0,0,no
21291,F,59,11,87,50,137,8,4,1,2,0,1,0,0,no
21292,M/NB,49,13,115,176,291,10,2,0,4,2,0,1,1,no
21293,F,9,9,15,121,136,1,0,0,0,0,0,0,1,no
21294,F,45,19,59,57,116,5,0,1,2,0,1,1,0,no
21295,F,21,7,48,87,135,4,0,0,3,0,0,1,0,no
21296,F,13,11,28,255,283,2,0,0,0,1,0,1,0,no
21297,F,13,5,25,5,30,2,1,0,1,0,0,0,0,no
21298,F,63,25,104,92,196,9,3,0,1,2,0,3,0,no
21299,F,27,3,63,270,333,6,3,1,1,0,0,1,0,no
21300,F,37,9,123,331,454,11,2,2,2,2,0,2,1,yes
21301,F,31,7,119,81,200,11,2,2,3,1,1,1,1,no
21302,F,77,13,129,258,387,11,6,0,2,0,0,2,1,no
21303,F,73,3,148,176,324,12,1,1,1,1,1,2,5,yes
21304,M/NB,19,1,77,206,283,7,2,0,3,0,1,0,1,no
21305,F,21,13,26,104,130,2,0,0,1,1,0,0,0,no
21306,F,37,5,85,306,391,7,1,0,2,1,0,1,2,no
21307,F,39,13,81,184,265,7,1,1,4,0,0,0,1,no
21308,F,3,3,15,185,200,1,0,1,0,0,0,0,0,no
21309,F,15,15,15,0,15,1,0,0,0,0,0,0,1,no
21310,F,15,15,15,101,116,1,0,0,1,0,0,0,0,no
21311,M/NB,33,9,44,138,182,4,1,0,1,2,0,0,0,no
21312,M/NB,69,13,132,199,331,12,2,3,0,4,0,1,2,no
21313,M/NB,11,9,25,178,203,2,1,0,1,0,0,0,0,no
21314,F,9,9,15,283,298,1,0,0,0,0,0,0,1,no
21315,M/NB,71,25,92,224,316,8,1,1,1,1,1,2,1,yes
21316,F,23,21,29,12,41,2,0,1,0,0,0,0,1,no
21317,M/NB,41,11,141,203,344,12,1,2,2,1,2,2,2,yes
21318,F,13,13,15,4,19,1,0,0,0,1,0,0,0,no
21319,F,21,15,24,11,35,2,1,1,0,0,0,0,0,no
21320,F,61,15,139,137,276,12,2,1,3,1,0,2,3,no
21321,F,9,1,24,274,298,2,1,1,0,0,0,0,0,no
21322,M/NB,27,3,109,304,413,10,3,1,2,1,2,0,1,no
21323,F,41,31,33,20,53,3,1,0,2,0,0,0,0,no
21324,M/NB,17,9,26,93,119,2,0,0,1,1,0,0,0,no
21325,F,17,11,26,5,31,2,0,1,0,1,0,0,0,no
21326,M/NB,47,13,67,129,196,6,2,1,1,1,0,0,1,no
21327,F,39,15,96,82,178,9,3,2,2,0,0,1,1,no
21328,M/NB,9,3,28,9,37,2,0,0,1,0,0,1,0,no
21329,F,11,11,15,252,267,1,0,0,1,0,0,0,0,no
21330,F,53,3,133,207,340,11,1,0,2,2,2,2,2,yes
21331,F,15,15,15,207,222,1,1,0,0,0,0,0,0,yes
21332,F,11,5,23,86,109,2,2,0,0,0,0,0,0,no
21333,M/NB,17,11,29,237,266,2,0,1,0,0,0,0,1,no
21334,F,1,1,15,118,133,1,1,0,0,0,0,0,0,no
21335,M/NB,11,1,34,310,344,3,1,0,0,1,1,0,0,no
21336,M/NB,23,15,29,49,78,2,0,0,1,0,0,0,1,no
21337,F,23,15,29,182,211,2,0,0,0,0,0,0,2,no
21338,F,23,23,15,6,21,1,0,0,0,1,0,0,0,no
21339,F,45,15,81,242,323,8,4,1,1,1,1,0,0,no
21340,F,17,1,39,59,98,3,0,0,2,0,0,0,1,no
21341,M/NB,19,15,28,140,168,2,0,0,1,0,0,1,0,no
21342,M/NB,25,13,32,110,142,3,1,1,1,0,0,0,0,no
21343,F,7,7,15,106,121,1,1,0,0,0,0,0,0,no
21344,F,13,13,15,222,237,1,0,0,1,0,0,0,0,no
21345,F,27,15,50,207,257,4,0,1,0,0,2,0,1,no
21346,M/NB,3,3,15,169,184,1,0,0,0,1,0,0,0,no
21347,M/NB,39,5,82,202,284,7,2,0,1,1,1,2,0,yes
21348,M/NB,19,13,27,277,304,2,0,0,0,1,1,0,0,no
21349,F,15,15,15,299,314,1,0,1,0,0,0,0,0,no
21350,M/NB,57,1,136,338,474,12,5,0,3,2,1,1,0,no
21351,F,59,9,105,53,158,9,1,0,3,3,1,1,0,no
21352,M/NB,5,5,15,118,133,1,0,0,0,0,0,1,0,yes
21353,F,3,3,15,41,56,1,0,0,1,0,0,0,0,no
21354,F,13,1,40,74,114,3,1,0,0,0,1,1,0,no
21355,F,53,11,116,323,439,10,2,0,3,1,0,2,2,no
21356,F,11,11,15,180,195,1,0,0,0,0,0,0,1,no
21357,M/NB,19,13,28,143,171,2,0,1,0,0,0,1,0,no
21358,M/NB,27,25,26,274,300,2,0,0,1,1,0,0,0,no
21359,F,23,5,46,256,302,4,2,1,0,0,0,0,1,no
21360,M/NB,33,27,29,96,125,2,0,0,1,0,0,0,1,no
21361,F,31,15,83,113,196,7,1,0,2,0,2,2,0,no
21362,F,13,13,15,213,228,1,0,0,0,0,0,1,0,no
21363,M/NB,15,7,25,93,118,2,0,0,2,0,0,0,0,no
21364,F,5,3,28,25,53,2,0,0,0,1,0,1,0,no
21365,F,9,5,26,25,51,2,1,0,0,1,0,0,0,no
21366,F,51,9,88,82,170,8,3,1,1,0,1,2,0,no
21367,F,69,29,93,168,261,8,0,2,2,2,0,1,1,no
21368,M/NB,11,11,15,247,262,1,0,0,0,1,0,0,0,no
21369,M/NB,41,1,140,303,443,12,1,2,4,0,1,0,4,no
21370,F,11,7,25,268,293,2,1,0,1,0,0,0,0,no
21371,F,7,1,40,264,304,3,0,0,0,1,1,0,1,no
21372,F,11,11,15,59,74,1,0,0,0,0,0,0,1,no
21373,F,5,5,15,238,253,1,0,1,0,0,0,0,0,no
21374,F,11,11,15,164,179,1,0,0,0,0,0,1,0,no
21375,F,17,13,27,116,143,2,0,1,0,0,1,0,0,no
21376,F,19,11,29,239,268,2,0,0,1,0,0,0,1,no
21377,F,45,3,100,245,345,9,2,1,3,0,1,0,2,no
21378,F,9,5,25,198,223,2,0,0,2,0,0,0,0,no
21379,F,7,5,29,279,308,2,0,1,0,0,0,0,1,no
21380,F,21,15,25,77,102,2,1,0,1,0,0,0,0,no
21381,F,9,9,15,64,79,1,1,0,0,0,0,0,0,no
21382,M/NB,41,11,73,262,335,6,4,0,0,0,0,1,1,no
21383,F,11,9,29,196,225,2,0,1,0,0,0,0,1,no
21384,F,21,21,15,218,233,1,0,0,1,0,0,0,0,no
21385,F,3,3,15,268,283,1,1,0,0,0,0,0,0,no
21386,F,33,33,15,79,94,1,0,0,0,0,0,0,1,no
21387,F,17,11,27,96,123,2,0,0,1,0,1,0,0,no
21388,F,27,9,52,56,108,4,1,0,1,0,0,1,1,no
21389,F,29,25,28,269,297,2,0,0,1,0,0,1,0,no
21390,M/NB,11,11,15,24,39,1,0,0,0,0,0,0,1,yes
21391,F,13,13,15,174,189,1,0,1,0,0,0,0,0,no
21392,M/NB,7,5,29,164,193,2,0,0,0,1,0,0,1,yes
21393,F,55,7,125,41,166,11,1,3,3,1,2,0,1,no
21394,F,21,21,15,214,229,1,0,0,0,0,0,0,1,no
21395,F,15,7,26,148,174,2,1,0,0,1,0,0,0,no
21396,M/NB,31,9,52,217,269,5,3,0,1,1,0,0,0,no
21397,F,11,11,15,162,177,1,0,0,0,0,0,1,0,no
21398,M/NB,35,31,23,164,187,2,2,0,0,0,0,0,0,no
21399,F,21,21,15,34,49,1,0,1,0,0,0,0,0,no
21400,F,19,15,29,248,277,2,0,0,0,0,1,0,1,no
21401,F,9,5,23,235,258,2,2,0,0,0,0,0,0,no
21402,F,49,9,78,315,393,7,2,1,2,0,1,0,1,no
21403,F,23,15,29,250,279,2,1,0,0,0,0,0,1,no
21404,F,9,3,27,232,259,2,1,0,0,0,1,0,0,no
21405,F,3,1,25,146,171,2,1,0,1,0,0,0,0,yes
21406,M/NB,49,9,107,290,397,9,0,2,2,0,0,3,2,yes
21407,F,13,13,15,19,34,1,1,0,0,0,0,0,0,no
21408,F,15,15,15,40,55,1,0,0,0,0,0,0,1,no
21409,M/NB,47,5,114,295,409,10,4,0,2,2,1,0,1,no
21410,M/NB,11,9,25,243,268,2,0,0,2,0,0,0,0,no
21411,M/NB,19,15,29,196,225,2,0,0,0,0,1,0,1,no
21412,F,5,1,29,171,200,2,0,1,0,0,0,0,1,no
21413,M/NB,85,27,148,207,355,11,0,0,1,4,0,0,6,yes
21414,M/NB,17,11,27,185,212,2,1,0,0,0,1,0,0,no
21415,M/NB,7,7,15,215,230,1,0,0,0,0,1,0,0,yes
21416,F,9,9,15,132,147,1,0,1,0,0,0,0,0,no
21417,F,61,1,131,214,345,11,4,0,2,1,0,2,2,no
21418,M/NB,33,13,63,122,185,5,0,0,1,1,0,1,2,no
21419,M/NB,17,13,25,183,208,2,1,0,1,0,0,0,0,no
21420,F,15,15,15,63,78,1,1,0,0,0,0,0,0,no
21421,M/NB,33,9,68,261,329,6,1,1,1,0,2,0,1,no
21422,M/NB,29,13,55,285,340,5,0,2,2,1,0,0,0,no
21423,F,27,27,15,299,314,1,0,0,1,0,0,0,0,no
21424,M/NB,15,9,28,20,48,2,1,0,0,0,0,1,0,no
21425,F,25,11,58,181,239,4,1,0,0,0,0,0,3,no
21426,M/NB,13,13,15,101,116,1,0,0,0,0,1,0,0,no
21427,M/NB,49,27,94,222,316,8,1,2,0,2,1,0,2,no
21428,F,13,9,28,240,268,2,0,0,0,0,0,2,0,yes
21429,M/NB,23,15,46,32,78,4,1,0,2,0,0,1,0,no
21430,F,13,11,29,111,140,2,0,0,1,0,0,0,1,no
21431,M/NB,29,11,81,259,340,7,1,1,2,1,0,0,2,no
21432,F,19,15,29,3,32,2,0,0,0,0,0,1,1,no
21433,M/NB,11,1,61,267,328,5,2,0,0,1,0,1,1,no
21434,F,17,13,28,171,199,2,0,0,0,1,0,1,0,no
21435,M/NB,29,11,58,271,329,5,2,0,0,2,0,1,0,yes
21436,M/NB,17,13,28,257,285,2,0,0,1,0,0,1,0,no
21437,F,21,13,27,176,203,2,0,0,1,0,1,0,0,no
21438,F,39,3,91,57,148,8,0,2,4,0,0,0,2,no
21439,M/NB,13,13,15,41,56,1,0,0,0,0,0,0,1,no
21440,F,35,23,46,166,212,4,2,1,0,0,0,0,1,no
21441,F,11,11,15,141,156,1,0,0,0,0,0,1,0,no
21442,F,45,3,129,289,418,11,3,0,3,2,0,1,2,yes
21443,M/NB,41,21,86,283,369,8,5,0,1,2,0,0,0,no
21444,M/NB,23,23,15,290,305,1,1,0,0,0,0,0,0,no
21445,M/NB,49,19,66,268,334,6,3,0,0,1,2,0,0,no
21446,F,29,29,15,124,139,1,0,0,1,0,0,0,0,no
21447,M/NB,17,11,27,37,64,2,0,0,0,0,2,0,0,no
21448,F,17,9,24,300,324,2,1,1,0,0,0,0,0,no
21449,F,49,5,85,118,203,8,1,2,3,1,0,1,0,no
21450,M/NB,31,25,38,77,115,3,0,1,0,0,0,0,2,no
21451,F,59,15,135,337,472,12,3,1,4,0,2,2,0,no
21452,M/NB,75,11,132,113,245,12,2,1,2,3,2,2,0,no
21453,M/NB,9,7,24,139,163,2,1,1,0,0,0,0,0,no
21454,F,59,15,92,120,212,8,0,1,3,2,1,0,1,no
21455,F,1,1,15,219,234,1,0,0,0,1,0,0,0,no
21456,F,53,13,86,99,185,8,2,1,1,3,0,0,1,no
21457,F,13,9,25,21,46,2,1,0,1,0,0,0,0,no
21458,F,17,15,28,131,159,2,0,0,1,0,0,1,0,no
21459,M/NB,11,11,15,188,203,1,0,0,0,1,0,0,0,no
21460,F,35,17,53,226,279,4,0,0,2,0,0,0,2,no
21461,F,9,1,27,14,41,2,0,0,1,0,1,0,0,no
21462,F,11,11,15,122,137,1,0,0,1,0,0,0,0,no
21463,M/NB,37,11,58,278,336,5,1,1,1,1,0,1,0,no
21464,F,53,25,103,188,291,9,2,1,0,3,0,1,2,no
21465,F,39,31,29,64,93,2,0,0,0,0,0,0,2,no
21466,F,15,13,25,239,264,2,1,0,1,0,0,0,0,no
21467,M/NB,25,5,70,173,243,6,3,0,0,1,0,0,2,no
21468,F,9,9,15,278,293,1,0,1,0,0,0,0,0,no
21469,M/NB,47,29,61,183,244,5,0,0,4,1,0,0,0,no
21470,F,69,35,101,241,342,9,2,0,3,1,3,0,0,no
21471,F,71,33,116,78,194,10,1,2,1,1,0,2,3,no
21472,F,5,3,28,259,287,2,0,0,0,1,0,1,0,no
21473,F,9,1,26,142,168,2,0,0,1,1,0,0,0,no
21474,F,15,15,15,173,188,1,0,0,1,0,0,0,0,no
21475,F,59,5,131,282,413,12,3,1,5,0,2,0,1,no
21476,M/NB,11,7,26,213,239,2,1,0,0,1,0,0,0,no
21477,F,7,7,15,26,41,1,0,0,1,0,0,0,0,no
21478,F,9,9,15,51,66,1,0,0,0,0,0,1,0,no
21479,M/NB,29,25,29,268,297,2,0,0,0,0,0,1,1,no
21480,F,43,13,84,302,386,7,1,1,0,0,2,2,1,no
21481,F,33,9,60,134,194,5,1,1,1,0,1,0,1,no
21482,F,19,13,27,152,179,2,0,0,1,0,1,0,0,no
21483,F,43,5,110,238,348,9,1,0,1,2,1,2,2,yes
21484,F,13,13,15,19,34,1,0,0,0,0,1,0,0,no
21485,F,17,9,47,150,197,4,1,0,1,0,0,0,2,no
21486,F,17,13,24,169,193,2,1,1,0,0,0,0,0,no
21487,F,11,11,15,141,156,1,0,0,1,0,0,0,0,no
21488,F,15,15,15,156,171,1,1,0,0,0,0,0,0,no
21489,M/NB,17,9,47,247,294,4,1,0,1,1,0,0,1,no
21490,F,33,33,15,60,75,1,1,0,0,0,0,0,0,no
21491,F,17,15,29,187,216,2,1,0,0,0,0,0,1,no
21492,M/NB,65,13,129,305,434,11,1,1,3,2,0,1,3,no
21493,M/NB,19,15,26,116,142,2,0,0,1,1,0,0,0,no
21494,F,29,29,15,73,88,1,0,0,0,1,0,0,0,no
21495,F,9,9,15,225,240,1,0,0,0,0,0,0,1,no
21496,M/NB,59,1,133,284,417,12,3,1,4,0,0,1,3,yes
21497,M/NB,11,3,40,14,54,3,0,0,0,1,0,0,2,no
21498,M/NB,21,1,101,198,299,9,3,1,3,0,1,0,1,no
21499,F,21,21,15,92,107,1,0,0,0,0,0,0,1,no
21500,M/NB,19,11,26,170,196,2,0,1,0,1,0,0,0,no
21501,F,31,7,138,184,322,12,3,2,2,0,0,2,3,no
21502,F,5,5,15,49,64,1,0,0,0,0,1,0,0,no
21503,F,17,17,15,213,228,1,0,0,0,0,0,0,1,no
21504,F,25,25,15,217,232,1,0,0,1,0,0,0,0,no
21505,F,11,7,25,233,258,2,1,0,1,0,0,0,0,no
21506,F,23,3,98,164,262,9,1,1,4,1,1,1,0,no
21507,F,29,29,15,185,200,1,0,0,1,0,0,0,0,no
21508,F,15,7,27,217,244,2,0,0,0,0,2,0,0,yes
21509,M/NB,15,13,27,290,317,2,0,0,0,0,2,0,0,no
21510,F,11,5,29,23,52,2,0,0,0,0,1,0,1,no
21511,F,13,9,26,154,180,2,0,1,0,1,0,0,0,no
21512,M/NB,9,9,15,297,312,1,0,0,0,1,0,0,0,no
21513,F,9,5,26,190,216,2,1,0,0,1,0,0,0,no
21514,F,43,7,80,109,189,7,2,1,1,0,1,2,0,yes
21515,F,9,7,25,267,292,2,1,0,1,0,0,0,0,no
21516,M/NB,27,27,15,297,312,1,0,1,0,0,0,0,0,no
21517,F,15,9,29,40,69,2,0,0,1,0,0,0,1,no
21518,F,7,7,15,265,280,1,0,0,0,1,0,0,0,no
21519,M/NB,73,33,137,135,272,12,2,1,3,1,1,2,2,no
21520,F,49,21,61,138,199,5,0,1,2,0,0,1,1,no
21521,F,7,1,33,259,292,3,1,0,2,0,0,0,0,no
21522,F,19,15,29,17,46,2,0,0,1,0,0,0,1,no
21523,F,41,13,83,289,372,7,2,0,2,0,0,2,1,no
21524,F,13,9,27,179,206,2,0,0,1,0,1,0,0,no
21525,F,17,17,15,110,125,1,1,0,0,0,0,0,0,no
21526,F,9,9,15,184,199,1,0,0,1,0,0,0,0,no
21527,F,11,9,25,208,233,2,0,1,1,0,0,0,0,no
21528,M/NB,39,11,65,149,214,5,0,0,2,0,1,0,2,no
21529,F,9,5,25,139,164,2,1,0,1,0,0,0,0,no
21530,F,11,11,15,68,83,1,0,0,0,1,0,0,0,no
21531,M/NB,57,9,120,262,382,11,4,1,1,4,0,0,1,no
21532,F,27,27,15,163,178,1,0,0,0,0,0,1,0,no
21533,F,17,9,28,225,253,2,1,0,0,0,0,1,0,no
21534,M/NB,23,11,49,247,296,4,0,0,1,1,0,2,0,no
21535,F,3,3,15,9,24,1,1,0,0,0,0,0,0,no
21536,M/NB,35,9,123,272,395,11,5,2,1,0,0,1,2,no
21537,F,17,15,27,136,163,2,1,0,0,0,1,0,0,no
21538,F,31,31,15,228,243,1,0,0,1,0,0,0,0,no
21539,M/NB,39,3,67,279,346,6,1,1,1,2,0,0,1,no
21540,M/NB,35,9,143,296,439,12,0,1,5,3,0,1,2,no
21541,F,35,11,110,124,234,10,3,0,4,1,1,1,0,no
21542,F,3,3,15,104,119,1,1,0,0,0,0,0,0,no
21543,M/NB,41,9,118,113,231,10,0,1,4,1,1,1,2,yes
21544,M/NB,41,33,25,138,163,2,1,0,1,0,0,0,0,no
21545,F,73,33,128,48,176,11,1,1,3,1,2,1,2,no
21546,M/NB,53,3,105,156,261,10,3,1,4,0,0,1,1,no
21547,F,15,15,15,116,131,1,0,0,1,0,0,0,0,no
21548,M/NB,27,21,23,178,201,2,2,0,0,0,0,0,0,no
21549,F,21,15,33,242,275,3,1,0,2,0,0,0,0,no
21550,M/NB,49,21,122,197,319,11,2,1,1,4,1,1,1,no
21551,F,9,3,29,52,81,2,0,0,0,0,0,1,1,yes
21552,F,17,11,29,167,196,2,1,0,0,0,0,0,1,yes
21553,F,15,13,26,61,87,2,0,0,1,1,0,0,0,no
21554,M/NB,25,25,15,64,79,1,0,0,0,0,0,0,1,no
21555,M/NB,5,1,29,35,64,2,0,0,0,0,0,1,1,yes
21556,F,33,1,99,304,403,9,2,2,1,0,1,0,3,no
21557,F,7,3,25,90,115,2,1,0,1,0,0,0,0,no
21558,F,7,1,24,257,281,2,0,2,0,0,0,0,0,no
21559,F,31,13,59,93,152,5,1,1,0,0,0,1,2,yes
21560,F,75,25,140,322,462,12,4,1,1,1,2,2,1,no
21561,F,13,9,26,135,161,2,1,0,0,1,0,0,0,no
21562,F,15,15,15,184,199,1,1,0,0,0,0,0,0,no
21563,M/NB,11,7,27,145,172,2,1,0,0,0,1,0,0,no
21564,F,37,31,36,123,159,3,1,0,0,0,0,1,1,no
21565,F,75,31,126,50,176,11,3,0,4,1,1,1,1,no
21566,F,1,1,15,159,174,1,0,0,0,0,1,0,0,yes
21567,F,27,21,36,248,284,3,0,0,2,1,0,0,0,no
21568,F,13,13,15,113,128,1,0,0,1,0,0,0,0,no
21569,F,7,5,28,257,285,2,0,0,1,0,0,1,0,no
21570,F,7,5,26,171,197,2,0,1,0,1,0,0,0,no
21571,F,49,9,86,299,385,8,2,0,3,2,0,1,0,no
21572,F,7,7,15,207,222,1,0,0,0,0,0,0,1,no
21573,F,5,5,15,218,233,1,0,0,0,0,1,0,0,no
21574,F,43,11,130,63,193,11,3,0,3,1,1,1,2,no
21575,F,13,11,27,184,211,2,0,0,1,0,1,0,0,no
21576,F,27,17,52,64,116,5,3,1,0,0,1,0,0,no
21577,F,9,7,27,290,317,2,1,0,0,0,1,0,0,no
21578,F,7,5,29,300,329,2,1,0,0,0,0,0,1,no
21579,F,11,11,15,230,245,1,0,0,0,1,0,0,0,no
21580,F,3,3,15,0,15,1,0,0,0,0,1,0,0,no
21581,M/NB,59,33,74,161,235,6,0,1,0,1,2,1,1,no
21582,F,29,7,52,285,337,5,1,2,2,0,0,0,0,no
21583,F,31,15,33,85,118,3,1,0,1,1,0,0,0,no
21584,F,13,13,15,58,73,1,0,0,1,0,0,0,0,no
21585,M/NB,39,15,48,306,354,4,0,0,1,1,2,0,0,no
21586,M/NB,63,13,121,85,206,11,2,1,3,2,1,1,1,no
21587,F,41,35,24,216,240,2,1,1,0,0,0,0,0,no
21588,F,11,11,15,200,215,1,0,0,0,0,0,1,0,no
21589,F,63,9,108,120,228,10,2,2,3,1,0,0,2,no
21590,F,17,9,29,131,160,2,1,0,0,0,0,0,1,no
21591,F,17,7,42,127,169,3,0,0,0,0,0,1,2,no
21592,F,13,9,27,113,140,2,0,1,0,0,1,0,0,no
21593,F,11,11,15,227,242,1,0,0,0,0,0,1,0,no
21594,F,19,15,26,141,167,2,0,0,0,2,0,0,0,no
21595,F,19,11,27,91,118,2,0,0,1,0,1,0,0,no
21596,F,25,25,15,32,47,1,0,0,0,0,1,0,0,no
21597,F,11,9,26,219,245,2,0,0,1,1,0,0,0,no
21598,M/NB,11,9,29,140,169,2,0,0,0,1,0,0,1,no
21599,F,7,3,25,63,88,2,0,0,2,0,0,0,0,no
21600,F,21,15,29,14,43,2,1,0,0,0,0,0,1,no
21601,F,17,11,26,35,61,2,0,0,0,2,0,0,0,no
21602,F,19,13,29,25,54,2,0,0,1,0,0,0,1,no
21603,F,9,9,15,263,278,1,0,0,1,0,0,0,0,no
21604,F,19,15,29,134,163,2,0,0,0,0,0,1,1,no
21605,M/NB,45,11,143,298,441,12,1,1,1,4,1,1,3,no
21606,F,17,15,29,290,319,2,0,0,0,0,0,1,1,yes
21607,F,79,33,115,138,253,10,1,1,6,0,0,0,2,no
21608,M/NB,17,11,25,157,182,2,0,0,2,0,0,0,0,no
21609,F,13,13,15,28,43,1,1,0,0,0,0,0,0,no
21610,F,31,15,42,154,196,4,1,2,1,0,0,0,0,no
21611,F,9,9,15,279,294,1,0,0,1,0,0,0,0,no
21612,F,55,1,96,63,159,9,3,4,1,0,0,0,1,no
21613,M/NB,27,13,32,88,120,3,1,1,1,0,0,0,0,no
21614,M/NB,53,31,98,257,355,8,2,0,1,1,0,2,2,no
21615,F,25,9,36,249,285,3,0,0,1,1,0,0,1,no
21616,M/NB,15,15,15,52,67,1,0,0,0,0,0,1,0,no
21617,M/NB,31,13,44,55,99,4,2,0,1,1,0,0,0,no
21618,F,9,9,15,50,65,1,0,0,0,0,0,0,1,no
21619,F,25,3,111,122,233,10,1,1,4,1,2,0,1,no
21620,F,5,3,29,86,115,2,1,0,0,0,0,0,1,no
21621,F,21,5,51,85,136,4,0,0,2,0,1,0,1,yes
21622,F,15,15,15,68,83,1,0,0,1,0,0,0,0,no
21623,F,19,11,27,160,187,2,0,0,0,0,2,0,0,no
21624,M/NB,17,13,25,260,285,2,1,0,1,0,0,0,0,no
21625,F,47,21,121,268,389,11,3,1,3,0,2,1,1,yes
21626,M/NB,25,1,57,227,284,5,0,1,2,1,1,0,0,yes
21627,F,21,5,39,248,287,3,0,1,1,0,0,0,1,no
21628,M/NB,19,11,48,107,155,4,1,0,1,1,0,0,1,no
21629,M/NB,61,1,140,40,180,12,1,2,1,3,1,3,1,no
21630,M/NB,15,15,15,86,101,1,0,0,1,0,0,0,0,no
21631,F,15,15,15,116,131,1,0,1,0,0,0,0,0,no
21632,M/NB,47,13,119,340,459,11,2,2,2,3,0,0,2,no
21633,F,3,3,15,278,293,1,1,0,0,0,0,0,0,no
21634,F,1,1,15,69,84,1,0,0,0,0,1,0,0,yes
21635,M/NB,31,13,68,88,156,6,2,0,1,1,2,0,0,no
21636,F,37,9,116,327,443,10,3,0,2,0,1,3,1,no
21637,F,13,13,15,202,217,1,0,0,1,0,0,0,0,no
21638,F,45,15,94,48,142,8,1,1,1,2,0,1,2,no
21639,F,11,1,45,145,190,4,2,0,1,0,1,0,0,no
21640,F,25,23,28,54,82,2,1,0,0,0,0,1,0,no
21641,M/NB,25,15,37,15,52,3,2,0,0,0,0,0,1,no
21642,F,15,11,25,294,319,2,0,1,1,0,0,0,0,no
21643,F,13,9,26,42,68,2,0,0,1,1,0,0,0,no
21644,F,35,31,26,169,195,2,0,0,1,1,0,0,0,no
